qt_p9hh25phtd,qt_xs4phvphtd,qt_ys4phvphtd,qt_h8phm6rhtd,qt_oldnq6rhtd
04-9518200  tel:049518200,"שד' הגעתון  41, נהרייה, ישראל",הבינלאומי נהריה,בנקים,6
04-9505500  tel:049505500,"קרית ביאליק, דרך עכו 22, ישראל",לאומית קרית ביאליק,מרפאות,2
04-9502842  tel:049502842,"ביר אל מקסור, ביר אל-מכסור, ישראל",משרד הבריאות ביר אל מקסור מקמן,טיפות חלב,5
04-9502339  tel:049502339,"אעבלין, אעבלין, ישראל",משרד הבריאות אעבלין ב',טיפות חלב,5
04-9500784  tel:049500784,"שפרעם, שפרעם, ישראל",משרד הבריאות שפרעם ד,טיפות חלב,5
04-9126601  tel:049126601,"שכונת הורדים רח' מנחם בגין (ליד מעון ויצו), קריית שמונה, ישראל",משרד הבריאות ורדים,טיפות חלב,5
04-9090300  tel:049090300,"הנוריות 2, יקנעם עילית, ישראל",כללית יקנעם עילית,טיפות חלב,5
04-9088000  tel:049088000,"חטיבת הראל 9, כרמיאל, ישראל",משרד הבריאות כרמיאל לאומית,טיפות חלב,5
04-9087400  tel:049087400,"כרמיאל, חטיבת גבעתי 27, ישראל",כללית רמת רבין - כרמיאל,מרפאות,2
04-9087200  tel:049087200,"החרושת  15, כרמיאל, ישראל",הבינלאומי כרמיאל,בנקים,6
04-9087111  tel:049087111,"כרמיאל, בית הכרם 16, ישראל",מאוחדת כרמיאל-בית הכרם,מרפאות,2
04-9087111  tel:049087111,"שד בית הכרם 16, כרמיאל, ישראל",מאוחדת כרמיאל מאוחדת,טיפות חלב,5
04-9079111  tel:049079111,"שד ירושלים 18, מעלות-תרשיחא, ישראל",מאוחדת מעלות מאוחדת,טיפות חלב,5
04-9079107  tel:049079107,"שלוחת מעלות - דרך הגליל, מרכז מסחרי כפר ורדים, כפר ורדים, ישראל",מכבי שלוחת מעלות,טיפות חלב,5
04-9078200  tel:049078200,"שלמה שרירא  3, מעלות-תרשיחא, ישראל",הבינלאומי מעלות,בנקים,6
04-9077003  tel:049077003," (בתוך המבנה של המרכז לגיל הרך), מעלות-תרשיחא, ישראל",משרד הבריאות מעלות,טיפות חלב,5
04-9076200  tel:049076200,"מרכז מסחרי חדש  1, כפר ורדים, ישראל",הבינלאומי כפר ורדים,בנקים,6
04-9074000  tel:049074000,"קרית ים, אירוס 1, ישראל",מאוחדת אירוס 1 קריית ים,מרפאות,2
04-9069200  tel:049069200,"קניון כנעאן  1, ירכא, ישראל",הפועלים ירכא,בנקים,6
04-9059528  tel:049059528,"ג'ונבלאט שכונת אלעיין  0, שפרעם, ישראל",הפועלים שפרעם,בנקים,6
04-9058888  tel:049058888,"שפרעם,  0, ישראל",מאוחדת שפרעם-שכונת ואדי אל סקייה,מרפאות,2
04-9058400  tel:049058400,"כפר מנדא,  0, ישראל",כללית כפר מנדא,מרפאות,2
04-9039228  tel:049039228,"יהודה הנשיא  1, קריית טבעון, ישראל",הפועלים קרית טבעון-הנשיא,בנקים,6
04-9038200  tel:049038200,"רמת ישי, מעלה הרדוף 32, ישראל",כללית רמת ישי,מרפאות,2
04-9037300  tel:049037300,"קרית טבעון, אלכסנדר זייד 2, ישראל",כללית קרית עמל,מרפאות,2
04-9027800  tel:049027800,"בענה,  , ישראל",לאומית בענה,מרפאות,2
04-9027300  tel:049027300,"מרכז אזורי משגב,  0, ישראל",כללית משגב,מרפאות,2
04-9027222  tel:049027222,"החבצלת 3, כרמיאל, ישראל",מכבי כרמיאל מכבי,טיפות חלב,5
04-9020300  tel:049020300,"טמרה,  0, ישראל",כללית טמרה,מרפאות,2
04-9017106  tel:049017106,"בן עמי 39, עכו, ישראל",מאוחדת עכו מאוחדת,טיפות חלב,5
04-9016300  tel:049016300,"עכו, חיים משה שפירא 24, ישראל",כללית עכו קוטב הצפון,מרפאות,2
04-9007300  tel:049007300,"טובא-זנגריה,  0, ישראל",כללית טובא - זנגריה,מרפאות,2
04-8871200  tel:048871200,"קרית הטכניון  1, חיפה, ישראל",הבינלאומי הטכניון,בנקים,6
04-8813200  tel:048813200,"החרושת  0, חיפה, ישראל",הבינלאומי מפרץ חיפה,בנקים,6
04-8809500  tel:048809500,"קרית ים, אלי כהן 29, ישראל",כללית קרית ים רסקו,מרפאות,2
04-8809200  tel:048809200,"קרית ים, הנגב 4, ישראל",כללית קרית ים צפון,מרפאות,2
04-8807555  tel:048807555,"מורשת,  0, ישראל",כללית מורשת,מרפאות,2
04-8807535  tel:048807535,"נופית, נופית, ישראל",כללית נופית,טיפות חלב,5
04-8800400  tel:048800400,"דרך ארץ 39, חריש, ישראל",לאומית חריש לאומית,טיפות חלב,5
04-8796200  tel:048796200,"רח' ראשי בנין מוחמד פאוזי  0, טמרה, ישראל",הפועלים טמרה,בנקים,6
04-8789555  tel:048789555,"קרית ביאליק, זבולון 11, ישראל",כללית קרית שמריהו,מרפאות,2
04-8781222  tel:048781222,"קרית מוצקין, שביל מודיעין 4, ישראל",כללית קרית מוצקין הרמן,מרפאות,2
04-8780645  tel:048780645,"שד' משה גושן  19, קריית מוצקין, ישראל",הפועלים קרית מוצקין,בנקים,6
04-8759759  tel:048759759,"שד ורבורג 114, חיפה, ישראל",משרד הבריאות קרית שמואל,טיפות חלב,5
04-8749451  tel:048749451,"משה שרת  6, קריית ים, ישראל",הפועלים שרת,בנקים,6
04-8748200  tel:048748200,"דרך עכו  192, קריית ביאליק, ישראל",הבינלאומי קרית ביאליק,בנקים,6
04-8685200  tel:048685200,"בר יהודה  111, חיפה, ישראל",מסד חיפה,בנקים,6
04-8684321  tel:048684321,"העצמאות  37, קריית אתא, ישראל",יהב קרית אתא,בנקים,6
04-8681407  tel:048681407,"פלי""ם  2, חיפה, ישראל",הפועלים פועלים BUSINESS חיפה,בנקים,6
04-8676687  tel:048676687,"קניון עלי מול  0, דאלית אל-כרמל, ישראל",יהב דלית אל כרמל,בנקים,6
04-8658555  tel:048658555,"חיפה, חסן שוקרי 5, ישראל",מאוחדת חיפה-חסן שוקרי 5,מרפאות,2
04-8623110  tel:048623110,"ארלוזורוב 92, חיפה, ישראל",משרד הבריאות ארלוזורוב,טיפות חלב,5
04-8622973  tel:048622973,"כורי 1, חיפה, ישראל",משרד הבריאות חורי,טיפות חלב,5
04-8621515  tel:048621515,"חיפה, ארלוזורוב 11, ישראל",מאוחדת חיפה-מרפאת ארלוזורוב,מרפאות,2
04-8614200  tel:048614200,"הרצל  63, חיפה, ישראל",הבינלאומי פאגי חיפה,בנקים,6
04-8612050  tel:048612050,"הנביאים  18, חיפה, ישראל",הפועלים חיפה ראשי,בנקים,6
04-8606200  tel:048606200,"קומוי  1, חיפה, ישראל",הבינלאומי נווה שאנן,בנקים,6
04-8571703  tel:048571703,"אלמוג 3, טירת כרמל, ישראל",משרד הבריאות אלמוג,טיפות חלב,5
04-8561888  tel:048561888,"חלוצי התעשיה  20, חיפה, ישראל",הבינלאומי עסקים ראשי צפון,בנקים,6
04-8561300  tel:048561300,"פלימן משה, מרכז קסטרא  8, חיפה, ישראל",הפועלים מרכז עסקים חיפה,בנקים,6
04-8526676  tel:048526676,"שד' ההסתדרות  271, חיפה, ישראל",הפועלים מרכז עסקים המפרץ,בנקים,6
04-8508228  tel:048508228,"הרצל  39, טירת כרמל, ישראל",הפועלים טירת הכרמל,בנקים,6
04-8479050  tel:048479050,"העצמאות  37, קריית אתא, ישראל",הפועלים קרית אתא,בנקים,6
04-8471053  tel:048471053,"חלוצי התעשיה  3, חיפה, ישראל",הפועלים המפרץ,בנקים,6
04-8465300  tel:048465300,"קרית ביאליק, שדרות וייצמן 65, ישראל",כללית הרימונים - קרית ביאליק,מרפאות,2
04-8459223  tel:048459223,"ד.נ כפר המכבי, רמת יוחנן, ישראל",כללית רמת יוחנן,טיפות חלב,5
04-8458745  tel:048458745,"כפר המכבי, כפר המכבי, ישראל",כללית כפר המכבי,טיפות חלב,5
04-8448396  tel:048448396,"קבוץ גלויות, קריית אתא, ישראל",משרד הבריאות קריית בנימין,טיפות חלב,5
04-8432300  tel:048432300,"שפרעם, דאוד סולימאן תלחמי 18, ישראל",כללית שפרעם,מרפאות,2
04-8430700  tel:048430700,"קרית אתא, העצמאות 107, ישראל",כללית לב הקריה - קריית אתא,מרפאות,2
04-8430400  tel:048430400,"קרית אתא, בן עמי 4, ישראל",כללית בן עמי - קרית אתא,מרפאות,2
04-8417830  tel:048417830,"השיירה 46, חיפה, ישראל",משרד הבריאות קרית חיים המזרחית,טיפות חלב,5
04-8396450  tel:048396450,"דאלית אל-כרמל, דאלית אל-כרמל, ישראל",משרד הבריאות עיר הכרמל - דליה ג',טיפות חלב,5
04-8395511  tel:048395511,"דאלית אל-כרמל, דאלית אל-כרמל, ישראל",משרד הבריאות עיר הכרמל - דליה ב',טיפות חלב,5
04-8393650  tel:048393650,"דאלית אל-כרמל,  0, ישראל",כללית דלית אל כרמל,מרפאות,2
04-8391813  tel:048391813,"עספיא, עספיא, ישראל",משרד הבריאות עיר הכרמל - עוספיה,טיפות חלב,5
04-8353359  tel:048353359,"שד' הנשיא  111, חיפה, ישראל",הפועלים הר הכרמל,בנקים,6
04-8350200  tel:048350200,"אלחנן  1, חיפה, ישראל",הבינלאומי הכרמל חיפה,בנקים,6
04-8305081  tel:048305081,"חורב  15, חיפה, ישראל",הפועלים אחוזה,בנקים,6
04-8299400  tel:048299400,"נשר, מרדכי בר מוחא 83, ישראל",כללית תל חנן - נשר,מרפאות,2
04-8298454  tel:048298454,"טרומפלדור  47, חיפה, ישראל",הפועלים נוה שאנן,בנקים,6
04-8280300  tel:048280300,"חיפה, מרטין בובר 3, ישראל",כללית בנימין בראון (רוממה) - חיפה,מרפאות,2
04-8233777  tel:048233777,"סילבר אבא הלל 8, חיפה, ישראל",משרד הבריאות יזרעאליה,טיפות חלב,5
04-8218214  tel:048218214,"הורדים 22, נשר, ישראל","משרד הבריאות נשר, הורדים",טיפות חלב,5
04-8209206  tel:048209206,"דרך השלום  17, נשר, ישראל",הפועלים נשר תל חנן,בנקים,6
04-8148316  tel:048148316,"שיבלי, שבלי - אום אל-גנם, ישראל",משרד הבריאות שיבלי,טיפות חלב,5
04-8141816  tel:048141816,"מ.אזורית משגב, מרכז אזורי משגב, ישראל",מכבי משגב מכבי,טיפות חלב,5
04-8141300  tel:048141300,"חיפה, אל אדריסי 10, ישראל",כללית קרית אליהו - חיפה,מרפאות,2
04-8134200  tel:048134200,"נחום חת  1, טירת כרמל, ישראל","הבינלאומי מת""מ אומגה",בנקים,6
04-8130406  tel:048130406,"טירת כרמל, אצ''ל 41, ישראל",כללית מרכז בריאות הילד - טירת כרמל,מרפאות,2
04-8130400  tel:048130400,"טירת כרמל, אצ''ל 41, ישראל",כללית טירת כרמל מערב,מרפאות,2
04-8118200  tel:048118200,"לסקוב  1, חיפה, ישראל",הבינלאומי דניה,בנקים,6
04-8117500  tel:048117500,"בנין מגדלי נצרת , כביש עוקף נצרת  1, נצרת, ישראל",הפועלים נצרת עסקים פריפרד,בנקים,6
04-8117222  tel:048117222,"חיפה, שדרות מוריה 73, ישראל",כללית בונן - חיפה,מרפאות,2
04-8117117  tel:048117117,"חיפה, סמולנסקין 3, ישראל",מאוחדת חיפה-סמולמסקין,מרפאות,2
04-8109250  tel:048109250,"עלי מול (הקניון החדש) כביש עוקף דליה 672  0, דאלית אל-כרמל, ישראל",הפועלים דלית אל כרמל-עוספיה,בנקים,6
04-8108300  tel:048108300,"חיפה, המלך דוד 10, ישראל",כללית נוה דוד - חיפה,מרפאות,2
04-8040383  tel:048040383,"נוף הגליל, האדמו''ר מבעלזא 9, ישראל",כללית הר יונה ג'  - נוף הגליל,מרפאות,2
04-8014200  tel:048014200,"חלוצי התעשיה  20, חיפה, ישראל",הבינלאומי מתחם שירותי קופה - חיפה והקריות,בנקים,6
04-7793200  tel:047793200,"רחוב ראשי  0, כפר מנדא, ישראל",הפועלים כפר מנדא,בנקים,6
04-7743900  tel:047743900,"דרך ארץ 32, חריש, ישראל",מאוחדת חריש מאוחדת,טיפות חלב,5
04-7707346  tel:047707346,"חריש, דרך הארץ 53, ישראל",כללית חריש,מרפאות,2
04-6994835  tel:046994835,"הגדוד השלישי  39, צפת, ישראל",הפועלים צפת,בנקים,6
04-6994700  tel:046994700,"צפת, גיורא יוספטל 1, ישראל",כללית צפת כנען,מרפאות,2
04-6990192  tel:046990192,"כפר ריחאניה, ריחאנייה, ישראל",משרד הבריאות ריחאניה,טיפות חלב,5
04-6988119  tel:046988119,"ברעם, ברעם, ישראל",כללית ברעם,טיפות חלב,5
04-6987898  tel:046987898,"מרכז לגיל הרך מרכז איזורי מרום הגליל, מירון, ישראל",משרד הבריאות מרום הגליל,טיפות חלב,5
