qt_1ipv7riftd,qt_fl5xf47dtd,qt_mjj7cc8dtd,Lego_Geocoding_LatLong
"פתח תקווה, חובבי ציון  1, פתח תקווה, ישראל",בנקים,הפועלים פועלים INVEST פתח תקוה,"32.087614,34.881683"
"פתח תקווה, חובבי ציון  1, פתח תקווה, ישראל",בנקים,הפועלים פתח תקוה,"32.087614,34.881683"
"פתח תקווה, חובבי ציון  1, פתח תקווה, ישראל",כספומטים,הפועלים פתח תקוה,"32.087614,34.881683"
"פתח תקווה, זולא אמיל 39 פתח תקווה, ישראל",סניפי דואר,דואר ישראל קרית אריה,"32.095972,34.853888"
"פתח תקווה, ז'בוטינסקי 39 פתח תקווה, ישראל",סניפי דואר,"דואר ישראל בי""ח בילינסון","32.088865,34.865865"
"פתח תקווה, ז'בוטינסקי  74, פתח תקווה, ישראל",כספומטים,מזרחי מסלקה,"32.093642,34.865715"
"פתח תקווה, ז'בוטינסקי  72, פתח תקווה, ישראל",כספומטים,ירושלים פתח תקווה,"32.093022,34.865521"
"פתח תקווה, הרצל  32, פתח תקווה, ישראל",כספומטים,מרכנתיל פתח תקוה,"32.084901,34.887467"
"פתח תקווה, הרב משורר ישעיהו 8, פתח תקווה, ישראל",טיפות חלב,טיפות חלב הדר גנים - המשורר,"32.068429,34.910073"
"פתח תקווה, הראשונים 13 פתח תקווה, ישראל",סניפי דואר,דואר ישראל היחידה המרכזית פתח תקוה,"32.088042,34.888448"
"פתח תקווה, העצמאות  65, פתח תקווה, ישראל",בנקים,הפועלים כפר גנים,"32.074364,34.86965"
"פתח תקווה, העצמאות  65, פתח תקווה, ישראל",כספומטים,הפועלים כפר גנים,"32.074364,34.86965"
"פתח תקווה, העצמאות  65, פתח תקווה, ישראל",בנקים,הבינלאומי פתח תקוה - כפר-גנים,"32.074364,34.86965"
"פתח תקווה, העצמאות  65, פתח תקווה, ישראל",כספומטים,הבינלאומי פתח תקוה - כפר-גנים,"32.074364,34.86965"
"פתח תקווה, העצמאות  65, פתח תקווה, ישראל",בנקים,דיסקונט כפר גנים,"32.074364,34.86965"
"פתח תקווה, העצמאות  65, פתח תקווה, ישראל",כספומטים,דיסקונט כפר גנים,"32.074364,34.86965"
"פתח תקווה, העצמאות  63, פתח תקווה, ישראל",כספומטים,מזרחי כיכר כפר גנים,"32.074579,34.870758"
"פתח תקווה, העצמאות  63, פתח תקווה, ישראל",בנקים,מזרחי כיכר כפר גנים,"32.074579,34.870758"
"פתח תקווה, הנשיאים  45, פתח תקווה, ישראל",כספומטים,מזרחי מסלקה,"32.076589,34.882124"
"פתח תקווה, המגשימים 20 פתח תקווה, ישראל",סניפי דואר,דואר ישראל קרית מטלון,"32.087469,34.852932"
"פתח תקווה, היצירה  2, פתח תקווה, ישראל",כספומטים,מזרחי מסלקה,"32.092963,34.849878"
"פתח תקווה, החמישה 2, פתח תקווה, ישראל",טיפות חלב,טיפות חלב שיכון עממי,"32.072063,34.893423"
"פתח תקווה, ההגנה  10, פתח תקווה, ישראל",כספומטים,ירושלים פתח תקווה,"32.087972,34.885531"
"פתח תקווה, דרך יצחק רבין  1, פתח תקווה, ישראל",כספומטים,הפועלים פועלים Business פתח תקוה,"32.090992,34.862915"
"פתח תקווה, דרך יצחק רבין  1, פתח תקווה, ישראל",בנקים,הפועלים פועלים Business פתח תקוה,"32.090992,34.862915"
"פתח תקווה, גרין יונה 9 פתח תקווה, ישראל",סניפי דואר,דואר ישראל גולד (ירקונים),"32.098756,34.898195"
"פתח תקווה, גליס 51 פתח תקווה, ישראל",סניפי דואר,דואר ישראל מכון רישוי דרום,"32.084041,34.887762"
"פתח תקווה, גזית  7, פתח תקווה, ישראל",בנקים,"מזרחי מרכז עסקים פ""ת","32.104366,34.897911"
"פתח תקווה, גזית  7, פתח תקווה, ישראל",כספומטים,"מזרחי מרכז עסקים פ""ת","32.104366,34.897911"
"פתח תקווה, ברוריה 1, פתח תקווה, ישראל",טיפות חלב,טיפות חלב נוה גן,"32.096677,34.878065"
"פתח תקווה, בר כוכבא  20, פתח תקווה, ישראל",כספומטים,מזרחי לב העיר פתח תקווה,"32.091851,34.885476"
"פתח תקווה, בר כוכבא  20, פתח תקווה, ישראל",בנקים,מזרחי לב העיר פתח תקווה,"32.091851,34.885476"
"פתח תקווה, בן דוד יצחק 11 פתח תקווה, ישראל",סניפי דואר,דואר ישראל מחנה יהודה (ברזיל הקטנה),"32.088836,34.877673"
"פתח תקווה, אלעזר פרידמן  9, פתח תקווה, ישראל",כספומטים,ירושלים פתח תקווה,"32.079446,34.9026"
"פתח תקווה, אלעזר פרידמן  9, פתח תקווה, ישראל",כספומטים,ירושלים המרכז,"32.079446,34.9026"
"פרדסייה, פרדסייה, שד הנשיא 1, ישראל",מרכולים,שופרסל שופרסל שלי פרדסיה,"32.304345,34.90353"
"פרדסייה, הברוש 28 פרדסיה, ישראל",סניפי דואר,דואר ישראל פרדסיה,"32.306511,34.911395"
"פרדס חנה-כרכור, שדרות הדקלים  119, פרדס חנה-כרכור, ישראל",בנקים,לאומי פרדס חנה,"32.475876,34.971987"
"פרדס חנה-כרכור, שדרות הדקלים  119, פרדס חנה-כרכור, ישראל",כספומטים,לאומי פרדס חנה,"32.475876,34.971987"
"פרדס חנה-כרכור, שד' הדקלים, ככר הנשיא  1, פרדס חנה-כרכור, ישראל",בנקים,הפועלים פרדס חנה,"32.472429,34.987598"
"פרדס חנה-כרכור, שד' הדקלים, ככר הנשיא  1, פרדס חנה-כרכור, ישראל",כספומטים,הפועלים פרדס חנה,"32.472429,34.987598"
"פרדס חנה-כרכור, פרדס חנה-כרכור, תדהר 1, ישראל",מרכולים,רמי לוי רמי לוי פרדס חנה,"32.487157,34.970514"
"פרדס חנה-כרכור, פרדס חנה-כרכור, שדרות מחנה שמונים 4, ישראל",מרכולים,קרפור קרפור פרדס חנה,"32.464994,34.987926"
"פרדס חנה-כרכור, פרדס חנה-כרכור, הדקלים 99, ישראל",מרפאות,מאוחדת פרדס חנה,"32.473758,34.973286"
"פרדס חנה-כרכור, פרדס חנה-כרכור, דרך קדמה 23, ישראל",מרכולים,שופרסל שופרסלשלי,"32.474803,34.99775"
"פרדס חנה-כרכור, פרדס חנה-כרכור, דרך קדמה 22, ישראל",מרכולים,שופרסל שופרסל כרכור,"32.475046,34.997795"
"פרדס חנה-כרכור, פרדס חנה-כרכור, דרך הבנים 19, ישראל",מרכולים,שופרסל שופרסל דיל,"32.476323,34.977166"
"פרדס חנה-כרכור, פרדס חנה-כרכור, דרך הבנים 17, ישראל",מרכולים,שופרסל שופרסל פרדס חנה,"32.476511,34.977327"
"פרדס חנה-כרכור, פינת דביר, פרדס חנה-כרכור, ישראל",טיפות חלב,טיפות חלב נוה מרחב,"32.470017,34.962671"
"פרדס חנה-כרכור, המעלה 35, פרדס חנה-כרכור, ישראל",טיפות חלב,טיפות חלב חרוב פרדס חנה,"32.473083,34.968067"
"פרדס חנה-כרכור, הגליל 1/15, פרדס חנה-כרכור, ישראל",טיפות חלב,טיפות חלב אגוז כרכור,"32.480978,34.98265"
"פרדס חנה-כרכור, הבנים  17, פרדס חנה-כרכור, ישראל",בנקים,מזרחי פרדס חנה,"32.476511,34.977327"
"פרדס חנה-כרכור, הבנים  17, פרדס חנה-כרכור, ישראל",כספומטים,מזרחי פרדס חנה,"32.476511,34.977327"
"פרדס חנה-כרכור, דרך הבנים 1 פרדס חנה-כרכור, ישראל",סניפי דואר,דואר ישראל מרכזי פרדס חנה-כרכור,"32.474821,34.973244"
"פרדס חנה-כרכור, דרך הבנים  17, פרדס חנה-כרכור, ישראל",כספומטים,הבינלאומי פרדס חנה,"32.476511,34.977327"
"פרדס חנה-כרכור, דרך הבנים  17, פרדס חנה-כרכור, ישראל",בנקים,הבינלאומי פרדס חנה,"32.476511,34.977327"
"פרדס חנה-כרכור, גלעד  1, פרדס חנה-כרכור, ישראל",בנקים,דיסקונט פרדס חנה,"32.472371,34.974102"
"פרדס חנה-כרכור, גלעד  1, פרדס חנה-כרכור, ישראל",כספומטים,דיסקונט פרדס חנה,"32.472371,34.974102"
"פקיעין (בוקייעה), פקיעין, פקיעין (בוקייעה), ישראל",טיפות חלב,טיפות חלב פקיעין ב,"32.978735,35.333363"
"פקיעין (בוקייעה), פקיעין, פקיעין (בוקייעה), ישראל",טיפות חלב,טיפות חלב פקיעין א',"32.978735,35.333363"
"פקיעין (בוקייעה), כביש ראשי כיכר פקיעין מערבי  0, פקיעין (בוקייעה), ישראל",בנקים,לאומי פקיעין,"32.978735,35.333363"
"פקיעין (בוקייעה), כביש ראשי כיכר פקיעין מערבי  0, פקיעין (בוקייעה), ישראל",כספומטים,לאומי פקיעין,"32.978735,35.333363"
"פסוטה, פסוטה, פסוטה, ישראל",טיפות חלב,טיפות חלב פסוטה,"33.04782,35.308827"
"פלמחים, מחנה הילה, ד""נ גן שורק  0, פלמחים, ישראל",כספומטים,הבינלאומי פלמחים,"31.932705,34.706874"
"פורייה - נווה עובד, נווה עובד, פורייה - נווה עובד, ישראל",טיפות חלב,טיפות חלב נווה עובד,"32.743763,35.53811"
"פוריידיס, פוריידיס, פוריידיס, ישראל",טיפות חלב,טיפות חלב פוריידיס,"32.597351,34.951899"
"פוריידיס, פוריידיס, פוריידיס 1, ישראל",מרכולים,קינג סטור קינג סטור פורדיס,"32.597351,34.951899"
"פוריידיס, פוריידיס,  0, ישראל",מרפאות,כללית פוריידיס,"32.597351,34.951899"
"פוריידיס, הרחוב הראשי  0, פוריידיס, ישראל",כספומטים,לאומי פרדיס,"32.597351,34.951899"
"פארן, ד.נ הערבה, פארן, ישראל",טיפות חלב,טיפות חלב פארן,"30.364505,35.157817"
"עתניאל, ד.נ הר חברון, עתניאל, ישראל",טיפות חלב,טיפות חלב עתניאל,"31.438812,35.028163"
"עתלית, עתלית, החרוב 3, ישראל",מרפאות,כללית עתלית,"32.685496,34.941157"
"עתלית, החרוב 62, עתלית, ישראל",טיפות חלב,טיפות חלב עתלית,"32.68836,34.941099"
"עתלית, הזית 63, עתלית, ישראל",טיפות חלב,טיפות חלב ניידת טיפת חלב עתלית,"32.684221,34.94087"
"עתלית, דרך הים  0, עתלית, ישראל",כספומטים,מזרחי מסלקה,"32.698158,34.94623"
"עשרת, עשרת, עשרת, ישראל",טיפות חלב,טיפות חלב עשרת,"31.824913,34.747459"
"ערערה-בנגב, ערערה-בנגב, ערערה-בנגב, ישראל",טיפות חלב,טיפות חלב תחנת ערוער,"31.165494,35.033371"
"ערערה-בנגב, אזור תעשיה  1, ערערה-בנגב, ישראל",כספומטים,מזרחי מסלקה,"31.161468,35.027555"
"ערערה, ערערה, ערערה, ישראל",טיפות חלב,טיפות חלב ערערה,"32.505175,35.077434"
"ערערה, הרחוב הראשי  0, ערערה, ישראל",בנקים,לאומי עסקים עירון,"32.496323,35.097292"
"ערערה, הרחוב הראשי  0, ערערה, ישראל",בנקים,לאומי כפר ערערה,"32.496323,35.097292"
"ערערה, הרחוב הראשי  0, ערערה, ישראל",כספומטים,לאומי כפר ערערה,"32.496323,35.097292"
"ערערה, אלדהראת ערערה, ישראל",סניפי דואר,דואר ישראל ערערה,"32.496323,35.097292"
"ערוגות, ד.נ שקמים, ערוגות, ישראל",טיפות חלב,טיפות חלב ערוגות,"31.732798,34.77624"
"ערד, שדרות חן  34, ערד, ישראל",בנקים,מזרחי ערד,"31.25724,35.210171"
"ערד, שדרות חן  34, ערד, ישראל",כספומטים,מזרחי ערד,"31.25724,35.210171"
"ערד, שאול המלך 24, ערד, ישראל",טיפות חלב,טיפות חלב ערד ב',"31.26261,35.208159"
